tweet_id,text,label
1446974737608024064,"Abortion is not illegal in Texas , you can have one up to the time of a heartbeat ... thats 2 months , pregnancy test are much cheaper than covid test, if you miss your period, spend the 12 bucks. you just look evil to scream about this law. true story",
1472775615455526916,RT Access to medication abortion is an integral part of reproductive freedom! #AbortionIsEssential,
1500953790341648392,RT El Salvador has some of the strictest abortion laws in the world. Teodora Vasquez was sentenced to 30 years in prison for aggravated homicide after she was accused of having an abortion. Watch how she fought to prove her innocence: ,
1496457062058008583,RT Abortion may carry the same trauma and grief as miscarriage for many men and women. Loss is painful. Healing is possible.,
1541204544775913473,They hope a domino effect will happen to shittier countries as unstable as the States can implement their own anti-abortion laws.,
1488302015801434112,"RT On the first day of session, threats to our reproductive freedom are being advanced in the #mnleg in the form of a Texas-style abortion ban. It is proof of the extremism of MNGOP lawmakers, proof of what they want to impose on us if given the power. We will not allow it. ",
1470259953252270082,RT California Gov. Newsom Suggests Texas-Like Law for Gun Control ,
1535092773208182784,Miscarriage not abortion you dumb fuck. Still didn't read it. Still making excuses. It's not irrelevant it's a woman's bodily autonomy taken away you snake in the grass. I've sent links and you don't even read them. You are to dumb for me to even waste my time with. ,
1481664824350183427,"RT Reminder: Mexico's Supreme Court Decriminalizes Abortion Menstruating persons in Mexico didnt win this without a fight. They organized, protested and even started riots. Lets go. ",
1445037191940374530,"Try not to watch too much news, its depressing. They just talked about the gas shortage in UK, dont hear much about the UK. It's all abortion stuff at present & Trump running again in 2024,God help us, don't want to live through that again. Something nice, it is a baby flamingo ",
1471913893664600072,"None. Nor will the evangelicals acknowledge their hypocrisy about Israel, Trump, and abortion. Government subsidized at any gestational point. ",
1473718748767035402,"Abortion is not a crime, but it will be in Wisconsin if Roe is dismantled. Please sign the petition to #StrikeTheBan and protect abortion: ",
1485269602598735872,RT We are about to see Roe Vs Wade overturned and legal abortion become a thing of the past partly because of people who decided Hillary just hadnt earned their vote. And partly because too many people just couldnt be bothered voting at all.,
1532038640209100800,They wouldnt need security if not for the circumstances of his birth which is not something he can control. They should absolutely get it.,
1455280190813179904,"Following Texas abortion ban, Ohios reproductive rights organizations are keeping a watchful eye on state legislation. ",
1504435775391338501,"So Im really glad that you support abortion, and no mask mandates! I love to see a man fighting for womens rights!",
1492625165691330568,Pro-life and providing disability awareness? You're the man,
1520932917236703233,"Like, even with my close friends, every single intimate detail I know about them- dating, fertility issues, birth control, etc- is stuff that they told me unprompted. And part of the reason is that I don't want to be one of THOSE people, who I just don't understand at all.",
1456407349615337474,"RT With the filibuster in place, its wishful thinking. It's voting rights or the filibuster. It's clim",
1456319202793504772,but i also took my first birth control pill like an hour ago could that be the cause? ,
1526998698391109633,"I'll pick up on the point then. The goal is to make abortion unthinkable. We'd prefer women to not even attempt illegal abortions. However, in the year Roe was decided there were fewer than 100 deaths of mothers in abortions, and more were from legal than illegal.",
1523424957526540288,"You do not think there is an actual difference on, say, the issue of abortion rights between the party that nominates Sonia Sotomayor and the party that nominates Amy Barrett?",
1525940374853804032,"RT Abortion rights led to womens advancements across society & the economy. The data is the data, says Yet in Justice Alitos draft opinion, the justices did not even consider or acknowledge the data about how this will affect women. #Velshi ",
1542278486936924160,"RT Repro workers have been very clear about whats needed in this moment! Donate to abortion + practical support funds. Sign up to volunteer with your local clinic or fundif it takes them a bit to get back to you, stay steady, stay patient Follow the folks whove been leading! ",
1467654870266044423,"RT Court On A Hot Tin Roof: Airing Out ""The Stench"" From The Oral Argument Over Abortion ",
1526636912202612736,RT The memes will write themselves with this one... Michelle Obama Worries About Post-Roe Healthcare for 'Womxn' ,
1501144511413735432,"Always put on a condom, reproductive rights are fundamental and women are entitled to their freedom",
1489165575528271873,I'm Aussie but feel your's and their pain. Texas is not somewhere I would wish ever to visit ATM. Draconian is my vision... but I wish all people health and reproductive rights. If only male government felt the same... (fuckers). Oops ,
1492638723682586628,"RT You are misinformed if you think that abortion is easy, efficient and non traumatic at any time whatever the circumstances. Educate yourself in the trauma that women feel for many many years after an abortion ",
1514968198055088134,"""choice"" and ""women's bodies"" are bywords for pro abortion murderers. Don't backpedal now.",
1484425976616525824,"Abortions are no different than having a tumor or growth removed. It is not viable life before 20 weeks, and that is a medical fact. Abortion has its place in heathcare & is performed for many different reasons including fetal viability, domestic violence, rape incest, infections",
1520032507789512704,This isnt the 18th century. People have sex for pleasure not for reproduction. Abortion is healthcare! ,
1471485953730617345,"Actually the hypocrisy really just goes one way on this. When pro-choice people get pregnant and they want to keep it.they don't suddenly become anti-choice. But when so-called pro-life people get pregnant and they don't want it, they absolutely go for a secret abortion",
1514358672754937859,"RT Oklahoma basically just completely banned and criminalised abortion, with no exception for rape or incest. As usual with the in the last six years, the cruelty is the point. And disrespect for the law, and women. ",
1488591597071736838,RT Its been discovered that yet another person tasked with reviewing Irelands abortion laws - this time the chair of the process - tweeted support for repeal around the time of the 8th amendment. #gript ,
1521992072596791297,"RT Yesterday, Senate Democrats took to the steps of the U.S. Capitol to express their outrage about Roe v. Wades uncertain future. We will fight back with everything we have to elect leaders at every level of government who will protect our fundamental rights. ",
1519737308232093696,"RT Since young religious women people are more likely to fail with contraception- this will hurt them the most. Expect more child marriages, and illness from backyard abortion. ",
1484960557207900165,"RT Well abortion is still legal, so its not just my opinion",
1506254182986268682,"Need to rid these money sucking gynos. Theyll its normal, birth control will help you until you need to get something removed. ",
1502294786304143363,"So what you're saying is you think a person is going to voluntarily remain pregnant for 9 months. Put themselves and their health at risk, for an unwanted pregnancy when abortion is legal and 14 times safer than continuing a pregnancy and giving birth? /1",
1503806901745762318,Sen. Joni Albrecht says there will definitely be an attempt to pull her bill out of committee - its so-called trigger bill that would ban abortion in #Nebraska if U.S. Supreme Court overturns Roe v. Wade. Pull motion takes 25 votes in 49-member #NELeg.,
1484976198350422020,"I guess you never saw the ""shout your abortion"" posts.",
1499568918628818952,It is my business. Like you I once didnt care. Till I found out a child (my daughter possibly) could go to the school and they would take her to a abortion clinic. Not telling the parents or caring if they conceited. Now a medical procedure is being performed on my child.,
1488180200173027330,Cool. So abortion rights =\= reproduction rights. Glad we on the same page.,
1487400136787509248,That is why I support all the young horny people having anal sex. No abortion needed and bowels always work good. Don't forget your condoms guys or you will end up with a disease and a shi77y d7ck Power to the a77 Save a child ,
1473339256391323657,"Typical troll. Nothing substantive. Typical leftist: *Actually* cares about justice & actual lives - even if they don't happen to be white, not virtue signaling at abortion clinics for political control or cheering murderers.",
1519129527967965185,Please don't try to label me or anyone else. Other than being pro-life you know nothing about what I do or don't do.,
1482372374792126471,Thats certainly a twist. Nobody wants to think of themselves as pro abortion. We just want our government to equally let people make decisions with the help of their doctors.,
1434292520398344194,"So because you dont think its a form of birth control, then you are ok with the fact that women who need it for medical necessity are also barred from having access to healthcarebecause cutting it off does that for ALL women.",
1525937343278071808,"If 21 is the legal drinking age because we think we can arbitrarily use that age to represent adulthood and maturity, then it should apply to purchasing Firearms, Joining the Military, Having an Abortion, having sex etc. Let us be consistent!",
1541198883073806336,"RT Photos: Protests Against the Overturning of Roe - 30 images from Friday and Saturday, showing people voicing their anger in cities and towns across the U.S., over the Supreme Court's decision that removes the federal right to an abortion. ",
1471954455776141323,"Im not a clown man. We disagree. Im libertarian on almost all my thoughts, except abortion. Im fervently pro-life and Im not going to apologize for that. I dont find it acceptable for a pregnant woman to do meth. Sorry.",
1435735997367607296,"Oddly enough, ""audio-visual abortion"" was my nickname growing up.",
1512878627205042182,Agreed. Most of the arguments I hear for common use abortion all revolve around the fact that the mother doesnt want to be inconvenienced and only thinks about how her decision will affect her,
1449142512816361472,"We hear from women who terminate unplanned pregnancies, looking 4 support 4 unexpected feelings which include grief. We believe that every pregnancy matters, planned or unplanned, and everyone is entitled to access the right support for their journey. [ #BLAW2022 ]",
1454837342422851591,"RT Hi, please find the unroll here: 1) Those judging the Tx Abortion Law should consult Scalias justly https:/",
1484247030017019905,RT PICCK has created a flyer to help patients think if they want to talk to you about birth control during their visit. Post this in your clinic so they can begin thinking about this question that will guide their contraceptive counseling session. ,
1533223384099659776,RT If you are a pro-choice Catholic you should read this blog very well-informed and accurate. We need to stop letting conservative Catholics take our church Away from us it is time to push back ,
1522722474382831617,RT Here are 3 reasons why the right to abortion doesnt exist. ,
1446196350513827845,"RT Father God, we pray, save the unborn today and we pray end abortion in America in our generation! Arise Lord and save the",
1442933065228058626,"RT On #InternationalSafeAbortionDay please consider donating to your local abortion fund, which can be found here. https:",
1520566721241055233,RT I was considered a liberal 12 years ago because I believe that abortion should be allowed in certain cases that I believe gay people should be able to get married without ridicule but now because I won't say men can be women and men can have babies I'm considered a right-wing,
1528491875459403776,RT Amanda stoker gone too - the assistant minister for women who thought it was appropriate to attend an anti-abortion rally ,
1461734796900675584,"RT No sooner did Amy get into her car after taking the 1st part of the 2-dose chemical abortion regimen, did she have immed",
1502430212998455296,Disparage much? People rightly accept abortion because we love woman and agree they know what's best for their lives.,
1444899905110171649,"""I cheated on my partner again and got pregnant, this will be my 3rd abortion so my partner doesn't find out I'm cheating on him. I can always get pregnant again."" Quoted from a young military wife. I over heard her talking to her friend in a fast food bathroom today.",
1538960096780177408,"RT Bidens track record: Bike ride tumble, staircase stumble Stocks in bear market 40-yr-high inflation Record high gas prices, $5+ Prosecution of political opponents Record high border invasion 23 pro-life orgs firebombed Schools unsecured",
1447262758601363461,"RT Kinda weird that abortion is considered murder, but a cop killing a minority is just a misunderstanding.",
1521995097126047744,RT Anyone surprised by this has been asleep. Much of the push to overturn campaign spending limits was driven by anti-abortion activists intent on imposing fringe views on the majority- through elections and the courts.,
1540843149609893889,RT Hillary Clinton: Todays Supreme Court opinion will live in infamy as a step backward for womens rights and human rights. ,
1505678176747495429,"1. count the # of his name 2. Jewish/not a believer 3. atheist 4. stout 5. pro-choice (does not regard the desire of women) 6. comes in peace 7. worldwide acclaim 8. uses the words ""citizen of the world"" ""leader of the world"" and ""leader of peace""",
1446392557135486980,"Abortion no, rape yes for the simple fact they can experience rape as well ",
1468005271133990916,"Feminism has managed to smuggle abortion, one of the most aberrant, cruel and inhuman acts against a defenseless and without rights: the human embryo. Opening the debate: genocide of the gestated ",
1474947480378691589,"You mean like the freedom of women being able to have access to abortion?? That kinda ""more freedom"" Rafael???",
1455262780215500810,"Does the vaccine stop COVID? No, it doesn't. Therefore, it's a personal medical decision. It's equivalent to abortion.",
1450506614449086469,Abortion is not banned in Texas. So you're good with McAuliffe telling a bold faced lie that has been proven a lie because it could happen?,
1487331063613513730,Instead of all u boost nuts debating on vax&unvax having =accessabilities u would rather follow govt lies that unvaxed r the problem instead of standing for all r rights to decide whatever life choices any of us make that's why abortion rights have been violated so long 0 unity,
1445220683735343108,"RT According to a poll, the abortion debate is motivating voters in 2022 ",
1481744935674167297,"RT When you think about it, it's not at all strange. They've never believed in ""my body, my choice"". It's always been, ""their body, my choice."" It's not the woman who ends up dead in an abortion. Someone else does. In both cases, it's them, asserting power over someone else's body. ",
1469365767732961287,RT On #HumanRightsDay which marks the end of the #16days our GS reflects on how to achieve gender justice for all. Read it here: https://t.co/SGY6nCeesb #GBV has many forms. We need to put an end to all of them. Take action: https://t.co/Ityl5Apl70 #TheRoad2Equality,
1538592466466504704,How about teaching women about birth control? Its not that difficult ,
1514984166282219527,"""lied to about many things"" blanket statement with zero eveidance. What have we been lied to about abortion? Why do you have to get off topic? ""Most GOP""",
1523437333647073280,RT The Democrat abortion leak & protests is a COMMUNIST move! Never fall for it! SAVE FREEDOM bring on the red wave!!! ,
1447713292911366147,"RT The complete insanity of #GQP. Ladies and gentlemen, I give you resurgence of polio, smallpox,diphtheria, Rubella, an",
1453449477860179977,RT It's voting rights or the filibuster. It's climate action or the filibuster. It's racial justice or t,
1485152075268845568,"You hit problem. Americans are divided in a dozen ways when abortion should be restricted, not to mention how/why. And after that, you say 2 months, but if a woman doesnt know for possibly 6 weeks, confirm later, then deal with physical/personal/professional perils of pregnancy,",
1456319286113300480,"It's horrible! Sad! I'm a ex newyorker, we would watch news stories of people being busted for back alley abortion clinics, in basements.. peoples apts! Scary crazy stuff!",
1479169773007261696,RT who wants to hang when the album drops? *must be on birth control* ,
1540482188583378950,"RT Biden heads to Europe, his party ravaged by SCOTUS abortion/ gun decisions/Initial triumphalism about Ukraine gives way to daunting reality:Slow/slog war of attrition. Biden should stay here,rally country,speak in or to every state, and this time lead vs homegrown autocrats.",
1540482358729662471,"Nope- Wisconsin had a 170 year old abortion ban go into place. That means treating the cancer could kill the baby- so baby before mom. Doesnt matter if mom has other kids- they dont care, because they dont think ahead. IVF & PICSI is off the table now because those are PEOPLE.",
1535591446820036613,"Whats wrong with executing a convicted killer? Execution, after all, its just another procedure, like abortion, right?",
1470615396801826816,"I honestly just see a lot of scared people in this thread. It seems like the old Cons think young kids are going to vote Liberal or NDP. topics like abortion, climate change, LGBTQ rights are on young ppls minds. People like Pierre Poilievre are ruining the Fed Cons. Fact",
1514298735072890881,You can think abortion is horrible and not agree with it and not be a horrible person. You can also be pro choice and not be a horrible person. Too many insults and hatred are thrown around because of differing opinions these days.,
1468683111689072644,"Unions mean higher wages. If your a social conservative that means one person can stay at home. It means less poverty so you'll see less crime, lower divorce rates because of the stress money problems create, less abortion because people can afford kids.",
1448849865723817986,"5th Circuit did NOT uphold the Texas abortion ban. It simply ruled that the DOJ has no standing to sue Texas, which is correct. Maybe the DOJ can file criminal charges against Texas lawmakers for treason. Read my column to understand why: ",
1466156576553586694,"RT Mississippi asked the Supreme Court to overturn #RoeVWade, and if they succeed, millions of Americans across the country could be denied their constitutional right to abortion. We need to pass the Women's Health Protection Act to defend our reproductive freedom. ",
1534585526866550785,"Nice opinion but not what the Court said in - MADSEN v. WOMEN'S HEALTH CTR., INC.(1994). Stand on the sidewalk and yell at abortion clinic staffers at home. The Court said that was allowed...",
1503225250720280580,RT If in Canada today you think abortion is a debating point or joining revellers in a Pride event is against your personal values as a Political leader of a modern nation don't run for political office... ,
1506738534450966529,Ok so most states have a 25 week law. Whats the difference? A heart beat is still present. I believe that a heart beat determines life. Im not totally against abortion if the mother is in a life or death situation or significant medical issues develop,
1513639156823388161,RT i am pro-abortion. i would like to increase the number of abortions to the exact point that everyone who wants one can get it quickly and safely.,
1524165096661868544,"There are many tests/procedures specific to Women, that isnt necessarily abortion. besides I was just thinking aloud.",
1454150812607913984,This is disgusting as no law has ended abortion completely only limited it BACK to where it started to begin with. This folks is how Hitler took over by brainwashing the babies born until they became 18 yrs old and older. Society has always been sick.,
1506048773973282829,"RT Great News! Abortionists in Texas wave the white flag of surrender, acknowledging that their suit to challenge the Texas Heartbeat Act has failed. The ban on abortions after heartbeat detected will stand and keep saving lives. #ProLifeVictory #ProLife ",
1456320854577623042,"YOU ARE THE LIAR RAND PAUL- Replying to @Men_4_Choice THERE MUST A JOURNALIST WHO CAN WRITE AN ARTICLE SHOWING WHAT HAPPENS TO A NATION WHEN ABORTION IS BANNED! FILTHY, OVER CROWDED ORPHANAGES AND THOUSANDS OF WOMEN DEAD FROM BACK ALLEY ABORTIONS, AND DUMPSTER-DEAD FETUSES.",
1488934809103581186,"RT The tweet makes it seem like Neil Gorsuch is giving a speech entitled ""The End of Roe v. Wade"" that the press is banned from. A simple reading of the website shows that is not the casebut you didn't link to the agenda. ",
1518412379301859329,"Okay, here goes. When the woman who is my wife and I were young, we got pregnant (we've always been in this life together). Not ready for a baby, had a lot of growing up to do. At the time we thought an abortion would be best. Later we regretted it, and we both carried pain and",
1434666462128476160,"RT To all female voters in California... Family, friends, etc... If you don't want men telling you wha",
1541925460044414977,Abortion is a separate medical procedure. Stillbirth of any kind is not considered abortion and not an argument of pro-lifers,
1466507836209381381,An important thread to read. Thank you for your bravery in sharing your very personal story. The entire argument against reproductive rights is based in theology and is a violation of every American's First Amendment rights. ,
1458146450286596097,RT Why I dont get vaxxed: Practical: I already had COVID and have natural immunity. Medical: Its a new type of vaccine and Im not confident in its safety. Ethical: There must be a grave reason to even remotely cooperate in the evil of abortion. Three strikes and youre out.,
1496653007097896963,RT I challenge anyone to name one thing tfg & republicans have done to improve America or to solve any of Americas problems. Banning abortion doesnt make it go away. Banning books doesnt stop people from finding out the truth. Punishing transgender people does not change them!,
1458811886858907648,"RT Town hall at Duke was great. Had about 150 students join us. A broad discussion: racial wealth gap, corporate PACs, rep",
1501328451567038466,RT to on this #InternationalWomensDay Join in the streets. We REFUSE to Let the U.S. Supreme Court Deny Womens Humanity and Decimate Their Rights! ABORTION ON DEMAND AND WITHOUT APOLOGY! ,
1443737682287513603,Because fairness is privilege of our lifetime -> We wrote the rules a long time ago But no one enforced the humane rules -> the seemed to throw their full weight behind selective Jim Crowe laws like that of Abortion. Do you know who they were forcing to have Babies. BLK Slaves.,
1528476892621262848,By supporting abortion you've outed yourself as a literal racist white woman who wants to see people of color (and poor Whites) be killed. YOU ARE A RACIST PURE AND SIMPLE,
1456191665438396418,"RT The Catholic Church explains that the choice to seek an abortion must always be protected. However, they do not see how the order sought here will impact. #safeabortionsavelives #womensrights #sexualandreproductiverights",
1463930898286616589,All science proves is a zygote is created at fertilization and development begins. Science makes no prohibition on abortion.,
1450543848506068992,"RT After 48 years, do I ever get tired of praying at abortion centers? Not really, because what I do on the left brings forward what we see on the right! #StantonBaby #ProLife #Pray ",
1528411892502372352,If what is how it's going to be? The church following their super well documented stance on abortion? Were you not clear about the church's stance on abortion? The only issue is here is how freaking long the church took to stand up to Pelosi's BS about being a devout catholic ,
1499469849122197506,"RT WATCH: As the FL Senate prepares to vote on the strictest abortion ban in FL history, Floridians across the state are seeing this ad with a simple message: Stop Attacking Our Rights #BansOffOurBodiesFL ",
1470005831139684352,"RT Gavin Newsom says he'll use Texas abortion law tactics to go after assault rifle, ghost gun makers by ht",
1533370650919837696,RT Pro-Abortion Protesters Mob Catholic Pro-Life Procession ,
1466507764323307524,"She's a lying liar who lies. She ran on reproductive rights and pulled that football right out from her constituents, voted for Kavanaugh and effectively helped kill R v W. I have no use for her, and wouldn't waste a nanosecond believing her.",
1523423025705545728,"This is beyond disgusting. The more extreme the left becomes with such foul rhetoric, the probability of more states making abortion more restrictive or illegal increases. They are immoral and stupid ",
1452358565205889024,RT Texas is setting up the framework to impose a similar law to the abortion ban for same sex marriages,
1458996444745154561,"RT In an abortion ban law critical to women's health timing, the SC decides not to rule for months? What might we expect for a decision that is not critical? The J6th committee is screwed unless they use #InherentContempt",
1471892453770899460,"First, abortion has existed in all history, not just in our time. Second, abortion is obviously healthcare for the person who is pregnant. And third, if ""so the mother can live as she chooses"" means ""have the right to control her own body,"" then yes, that's what it's about.",
1439657028876709893,RT Texas Doctor Admits to Performing Abortion in Clear Challenge to Restrictive Law ,
1451313617194913795,RT House votes to hold Steve Bannon in criminal contempt of Congress ,
1434290873831870464,RT GoDaddy is cutting off Texas Right to Lifes abortion whistleblowing website ,
1539292347351060484,"They Like Socially liberal Republican Governors, I think a pro-life republican wouldn't get far in the northeast like the ones that do exist.",
1474045071741882372,RT Wow....So anti abortion is about wanting more WHITE BABIES born to keep the WHITE RACE predominant. THAT IS SICK! (60%,
1528731363091697664,"RT Black women experience disproportionately high rates of death related to pregnancy and or childbirth. This is due to racism and its barriers to quality care. For Black women, its more than abortion rights, its reproductive justice. #FreshWords",
1506302686974529536,"NO! Absolutely not! The ONLY proper thing to do is make sure the kid knows how pregnancy occurs, how to avoid pregnancy (Abstinence, or Condoms & Birth Control), if pregnancy does occur there are 2 very good alternate options aside from being burdened with the resultant child...",
1541911196282064897,Kruger has literally done nothing here other than describe the nature of abortion politics in the UK over the last 50 years,
1507350446431690754,RT 2. ...when you can join CJ Roberts in a swing three-vote bloc that upholds MS's 15 week limit (with I believe an exception later for the life of the mother)? This cuts away at Roe and gives a victory to the pro-life movement...,
1457940227436204034,The doctors were afraid to do so given the fine lines of current laws. It prohibits abortion to at risk pregnancies. This woman was told they have to wait until she goes into septic shock to react. Its not that complicated.,
1489729043150761985,"Plus, it doesn't matter what you call it. I can have an abortion regardless. My body. My choice.",
1500044879174733824,"same here. It's very hard to become a single mother, I wish she just miscarries (instead of showing abortion then can show this). #Anupamaa",
1481375006076682243,A warning message from this man in the video about #abortion &ppl mocking #God at pride parades. But of course ppl will think this is judging but it is not. God cares for ppl but that doesn'tmean He isn't about His business and doesn't care that people is mocking Him and His Son. ,
1506878780475858945,RT Working on a project in TN right now. A vendor tells me he could never live in NY (where I am from). I responded I could never live in a state that passes laws where a rapist's family can sue a woman who gets an abortion as a result of a rape perpetrated by their relative.,
